,loss,auc,accuracy,recall,val_loss,val_auc,val_accuracy,val_recall
0,0.692568838596344,0.6748576164245605,0.6452895998954773,0.8977407813072205,0.692915141582489,0.6454242467880249,0.5366026759147644,0.9171122908592224
1,0.6893945932388306,0.7439822554588318,0.7113914489746094,0.8845565915107727,0.6902313828468323,0.7940024137496948,0.6595593690872192,0.8475936055183411
2,0.6793323755264282,0.8182064294815063,0.7343271970748901,0.8883792161941528,0.6833122372627258,0.806090235710144,0.6716417670249939,0.8368983864784241
3,0.655745267868042,0.8313544988632202,0.7503822445869446,0.8692660331726074,0.6673122644424438,0.8114830851554871,0.6894100904464722,0.8315507769584656
4,0.61537766456604,0.839381754398346,0.7607033848762512,0.8547400832176208,0.6438267827033997,0.8130412697792053,0.7050461769104004,0.8155080080032349
5,0.5723893046379089,0.8418863415718079,0.7626146674156189,0.8409786224365234,0.6138470768928528,0.8142138719558716,0.7199715971946716,0.8021390438079834
6,0.5382088422775269,0.8442184925079346,0.7629969716072083,0.8287461996078491,0.582492470741272,0.8155831098556519,0.729921817779541,0.7887700796127319
7,0.5138720870018005,0.8468090295791626,0.7599388360977173,0.8081039786338806,0.5561176538467407,0.8183591365814209,0.7356076836585999,0.7807486653327942
8,0.49854445457458496,0.8490952849388123,0.7610856294631958,0.7951070070266724,0.5395074486732483,0.820064902305603,0.7420042753219604,0.7754010558128357
9,0.48878926038742065,0.8518026471138,0.764143705368042,0.7981651425361633,0.5213225483894348,0.8216851949691772,0.7505330443382263,0.7700534462928772
10,0.4832087457180023,0.8520388007164001,0.766437292098999,0.7912843823432922,0.5170509219169617,0.8231101036071777,0.7505330443382263,0.7727272510528564
11,0.47927090525627136,0.8535474538803101,0.7660550475120544,0.7920489311218262,0.5142609477043152,0.8241829872131348,0.7491115927696228,0.7727272510528564
12,0.47647392749786377,0.8547935485839844,0.7679663896560669,0.7928134799003601,0.5122210383415222,0.8254305720329285,0.748400866985321,0.7754010558128357
13,0.47416800260543823,0.8557322025299072,0.7675840854644775,0.7935779690742493,0.507919192314148,0.8261100053787231,0.7491115927696228,0.7754010558128357
14,0.47254976630210876,0.8564590811729431,0.767201840877533,0.7897553443908691,0.5095451474189758,0.8268671631813049,0.7491115927696228,0.7807486653327942
15,0.47077086567878723,0.8572107553482056,0.768730878829956,0.7958715558052063,0.5032292604446411,0.8271660804748535,0.7519544959068298,0.7754010558128357
16,0.4696415066719055,0.857688307762146,0.768730878829956,0.7951070070266724,0.5031429529190063,0.8279814124107361,0.7540867328643799,0.7834224700927734
17,0.4683798551559448,0.8583407998085022,0.7668195962905884,0.7935779690742493,0.5026495456695557,0.8286168575286865,0.7562189102172852,0.7834224700927734
18,0.4675258994102478,0.8586269617080688,0.76949542760849,0.7989296913146973,0.5046305060386658,0.8289455771446228,0.7540867328643799,0.7834224700927734
19,0.46631988883018494,0.8594151735305786,0.7706422209739685,0.7966361045837402,0.49985411763191223,0.8293752670288086,0.7576403617858887,0.7807486653327942
20,0.46543964743614197,0.8598451018333435,0.7721712589263916,0.8004587292671204,0.5011174082756042,0.8298178911209106,0.7569296360015869,0.7807486653327942
21,0.4645143151283264,0.8602977991104126,0.7721712589263916,0.7996941804885864,0.500109851360321,0.8302346467971802,0.7569296360015869,0.7780748605728149
22,0.4636557102203369,0.8608501553535461,0.7737002968788147,0.8027523159980774,0.501471221446991,0.8306642770767212,0.7562189102172852,0.7780748605728149
23,0.4629395604133606,0.8612613677978516,0.7756116390228271,0.8035168051719666,0.5004738569259644,0.8308014869689941,0.7569296360015869,0.7780748605728149
24,0.46237075328826904,0.8615646958351135,0.7763761281967163,0.8019877672195435,0.501855194568634,0.8312376737594604,0.7562189102172852,0.7807486653327942
25,0.46176955103874207,0.8618875741958618,0.7779052257537842,0.8111620545387268,0.5005982518196106,0.8313657641410828,0.7555081844329834,0.7780748605728149
26,0.4609217643737793,0.8623347878456116,0.7790519595146179,0.8126911520957947,0.4968859553337097,0.8316763639450073,0.7569296360015869,0.7754010558128357
27,0.46045804023742676,0.8626328706741333,0.7775229215621948,0.8027523159980774,0.49873775243759155,0.8319804668426514,0.7569296360015869,0.7780748605728149
28,0.45981624722480774,0.8630425930023193,0.7786697149276733,0.8042813539505005,0.5001568794250488,0.8322924375534058,0.7562189102172852,0.7754010558128357
29,0.45927107334136963,0.8632179498672485,0.7790519595146179,0.8088685274124146,0.49636414647102356,0.8324593305587769,0.7547974586486816,0.7673797011375427
30,0.4588218331336975,0.863574206829071,0.7809633016586304,0.8081039786338806,0.49722009897232056,0.8328230381011963,0.7540867328643799,0.7673797011375427
31,0.45818614959716797,0.8639999628067017,0.7817278504371643,0.8073394298553467,0.5000115633010864,0.8331503868103027,0.7533759474754333,0.7700534462928772
32,0.4576926529407501,0.8643717765808105,0.7801987528800964,0.8149847388267517,0.49452224373817444,0.8329511284828186,0.7555081844329834,0.7647058963775635
33,0.4573967158794403,0.8644146919250488,0.7790519595146179,0.8027523159980774,0.4945221543312073,0.8330132961273193,0.7562189102172852,0.7647058963775635
34,0.45712584257125854,0.8645012378692627,0.7805810570716858,0.8012232184410095,0.5015707612037659,0.8333936929702759,0.7547974586486816,0.7700534462928772
35,0.45650628209114075,0.8648302555084229,0.7809633016586304,0.8103975653648376,0.4988282322883606,0.8335024118423462,0.7540867328643799,0.7673797011375427
36,0.4560576379299164,0.8650369048118591,0.783639132976532,0.8096330165863037,0.4978099763393402,0.8335102200508118,0.7555081844329834,0.7673797011375427
37,0.4555054306983948,0.8655121326446533,0.781345546245575,0.8126911520957947,0.49467045068740845,0.8337134122848511,0.7569296360015869,0.7673797011375427
38,0.45499202609062195,0.8657397627830505,0.7840213775634766,0.8119266033172607,0.4973924458026886,0.833710789680481,0.7569296360015869,0.7673797011375427
39,0.4545716941356659,0.8659685850143433,0.7844036817550659,0.8134556412696838,0.49701568484306335,0.8338984847068787,0.7569296360015869,0.7673797011375427
40,0.4541687071323395,0.866205632686615,0.783639132976532,0.8126911520957947,0.4938230514526367,0.8340214490890503,0.759772539138794,0.7647058963775635
41,0.45385149121284485,0.8664239645004272,0.783639132976532,0.8065749406814575,0.49518510699272156,0.8338881731033325,0.7590618133544922,0.7673797011375427
42,0.453441321849823,0.8665726780891418,0.7840213775634766,0.8111620545387268,0.4977285861968994,0.8342116475105286,0.759772539138794,0.7727272510528564
43,0.45296868681907654,0.8668930530548096,0.7832568883895874,0.8134556412696838,0.4936533272266388,0.8339023590087891,0.7604833245277405,0.7647058963775635
44,0.4527355134487152,0.8670437932014465,0.7851681709289551,0.8111620545387268,0.4970703125,0.8339489698410034,0.7590618133544922,0.7700534462928772
45,0.4523277282714844,0.8671770691871643,0.7851681709289551,0.8126911520957947,0.4938861131668091,0.8341767191886902,0.7590618133544922,0.7620320916175842
46,0.45195716619491577,0.8673605918884277,0.7844036817550659,0.8119266033172607,0.49261796474456787,0.8342077732086182,0.7611940503120422,0.7620320916175842
47,0.4514560401439667,0.8677352666854858,0.7847859263420105,0.8149847388267517,0.492186576128006,0.8342388868331909,0.7611940503120422,0.759358286857605
48,0.4511290490627289,0.8680300712585449,0.7847859263420105,0.8088685274124146,0.4947270452976227,0.8344135284423828,0.761904776096344,0.7673797011375427
49,0.4506910741329193,0.868118166923523,0.7847859263420105,0.8149847388267517,0.49413907527923584,0.8341715335845947,0.761904776096344,0.7673797011375427
50,0.45043671131134033,0.8683749437332153,0.785932719707489,0.8119266033172607,0.4928850531578064,0.8342543840408325,0.7611940503120422,0.7620320916175842
51,0.4498438835144043,0.86858069896698,0.785932719707489,0.8142201900482178,0.4953549802303314,0.8341314196586609,0.7604833245277405,0.7673797011375427
52,0.4495851397514343,0.8688493371009827,0.7874617576599121,0.8157492280006409,0.49515727162361145,0.8343462347984314,0.7590618133544922,0.7647058963775635
53,0.4492252767086029,0.8690059781074524,0.7855504751205444,0.817278265953064,0.49557626247406006,0.8342258930206299,0.7590618133544922,0.7620320916175842
54,0.44905346632003784,0.8692575693130493,0.7886085510253906,0.8126911520957947,0.5000260472297668,0.8344938158988953,0.7555081844329834,0.7673797011375427
55,0.44834956526756287,0.8696997165679932,0.7847859263420105,0.8180428147315979,0.4938831627368927,0.8345416784286499,0.7590618133544922,0.7620320916175842
56,0.4480602443218231,0.8697468042373657,0.7870795130729675,0.8157492280006409,0.4944518208503723,0.8343811631202698,0.7590618133544922,0.7620320916175842
57,0.4477768540382385,0.8699122667312622,0.7863149642944336,0.8149847388267517,0.4951910972595215,0.8344601392745972,0.7590618133544922,0.7620320916175842
58,0.44749918580055237,0.870155930519104,0.788226306438446,0.8157492280006409,0.4956999123096466,0.8345196843147278,0.7569296360015869,0.7620320916175842
59,0.446981817483902,0.8704814910888672,0.78899085521698,0.8157492280006409,0.4967483878135681,0.8345662355422974,0.7547974586486816,0.7620320916175842
60,0.446646124124527,0.8706919550895691,0.7851681709289551,0.817278265953064,0.49320879578590393,0.8345365524291992,0.759772539138794,0.7566844820976257
61,0.44622495770454407,0.8710163831710815,0.786697268486023,0.8165137767791748,0.4930294156074524,0.8344588279724121,0.7576403617858887,0.7540106773376465
62,0.4457668662071228,0.8713051080703735,0.788226306438446,0.8149847388267517,0.4964110851287842,0.8346426486968994,0.7547974586486816,0.7566844820976257
63,0.44572487473487854,0.8712598085403442,0.786697268486023,0.8157492280006409,0.4945420026779175,0.8343385457992554,0.7569296360015869,0.7540106773376465
64,0.4451621472835541,0.8715342283248901,0.7870795130729675,0.8203364014625549,0.4933089017868042,0.8342983722686768,0.7583510875701904,0.7540106773376465
65,0.44495007395744324,0.8718428015708923,0.7874617576599121,0.8126911520957947,0.4950256943702698,0.8342905640602112,0.7562189102172852,0.7540106773376465
66,0.4445270299911499,0.8719775676727295,0.786697268486023,0.8142201900482178,0.4949505627155304,0.8343682289123535,0.7569296360015869,0.7540106773376465
67,0.4444355070590973,0.872027575969696,0.788226306438446,0.8188073635101318,0.494598925113678,0.8345558643341064,0.7562189102172852,0.7566844820976257
